x;y;dX;dY;grounded;jumping;doubleJumping;wallJumpingLeft;wallJumpingRight;wallJumping;collision.left;collision.right;collision.top;collision.bottom 
62;441.8644700000002;8.729000000000001;16.684470000000015;false;false;false;false;false;false;false;false;false;true
60;441.1770230000002;7.070490000000001;15.997023000000015;false;false;false;false;false;false;false;false;false;true
59;440.5583207000002;5.727096900000002;15.378320700000014;false;false;false;false;false;false;false;false;false;true
58;440.0014886300002;4.638948489000002;14.821488630000013;false;false;false;false;false;false;false;false;false;true
62;444.4200000000002;9;19.24000000000001;false;false;false;false;false;false;false;false;false;true
60;443.4770000000002;7.29;18.29700000000001;false;false;false;false;false;false;false;false;false;true
59;442.6283000000002;5.9049000000000005;17.448300000000014;false;false;false;false;false;false;false;false;false;true
58;441.8644700000002;4.7829690000000005;16.684470000000015;false;false;false;false;false;false;false;false;false;true
57;441.1770230000002;3.8742048900000006;15.997023000000015;false;false;false;false;false;false;false;false;false;true
56;440.5583207000002;3.1381059609000004;15.378320700000014;false;false;false;false;false;false;false;false;false;true
55;440.0014886300002;2.541865828329;14.821488630000013;false;false;false;false;false;false;false;false;false;true
62;444.4200000000002;9;19.24000000000001;false;false;false;false;false;false;false;false;false;true
62;443.4770000000002;8.9;18.29700000000001;false;false;false;false;false;false;false;false;false;true
62;442.6283000000002;8.81;17.448300000000014;false;false;false;false;false;false;false;false;false;true
62;441.8644700000002;8.729000000000001;16.684470000000015;false;false;false;false;false;false;false;false;false;true
62;441.1770230000002;8.656100000000002;15.997023000000015;false;false;false;false;false;false;false;false;false;true
62;440.5583207000002;8.590490000000003;15.378320700000014;false;false;false;false;false;false;false;false;false;true
62;440.0014886300002;8.531441000000003;14.821488630000013;false;false;false;false;false;false;false;false;false;true
2831;494.4200000000002;8.037024401;19.24000000000001;false;false;false;false;false;false;false;false;false;true
2831;493.4770000000002;8.0333219609;18.29700000000001;false;false;false;false;false;false;false;false;false;true
2831;492.6283000000002;8.02998976481;17.448300000000014;false;false;false;false;false;false;false;false;false;true
2831;491.8644700000002;8.026990788329002;16.684470000000015;false;false;false;false;false;false;false;false;false;true
2831;491.1770230000002;8.024291709496103;15.997023000000015;false;false;false;false;false;false;false;false;false;true
2831;490.5583207000002;8.021862538546493;15.378320700000014;false;false;false;false;false;false;false;false;false;true
2831;490.0014886300002;8.019676284691844;14.821488630000013;false;false;false;false;false;false;false;false;false;true
3488;394.4200000000002;9;19.24000000000001;false;false;false;false;false;false;false;false;false;true
3488;393.4770000000002;8.9;18.29700000000001;false;false;false;false;false;false;false;false;false;true
3488;392.6283000000002;8.81;17.448300000000014;false;false;false;false;false;false;false;false;false;true
3488;391.8644700000002;8.729000000000001;16.684470000000015;false;false;false;false;false;false;false;false;false;true
3488;391.1770230000002;8.656100000000002;15.997023000000015;false;false;false;false;false;false;false;false;false;true
3488;390.5583207000002;8.590490000000003;15.378320700000014;false;false;false;false;false;false;false;false;false;true
3488;390.0014886300002;8.531441000000003;14.821488630000013;false;false;false;false;false;false;false;false;false;true
4014;294.4200000000002;-9;19.24000000000001;false;false;false;false;false;false;false;false;false;true
4014;293.4770000000002;-8.9;18.29700000000001;false;false;false;false;false;false;false;false;false;true
4014;292.6283000000002;-8.81;17.448300000000014;false;false;false;false;false;false;false;false;false;true
4014;291.8644700000002;-8.729000000000001;16.684470000000015;false;false;false;false;false;false;false;false;false;true
4014;291.1770230000002;-8.656100000000002;15.997023000000015;false;false;false;false;false;false;false;false;false;true
4014;290.5583207000002;-8.590490000000003;15.378320700000014;false;false;false;false;false;false;false;false;false;true
4014;290.0014886300002;-8.531441000000003;14.821488630000013;false;false;false;false;false;false;false;false;false;true
3996;280.981;-9;0.9810000000000001;false;false;false;false;false;false;false;false;false;true
3996;281.8639;-8.9;1.8639000000000001;false;false;false;false;false;false;false;false;false;true
3996;282.65851;-8.81;2.65851;false;false;false;false;false;false;false;false;false;true
3996;283.373659;-8.729000000000001;3.373659;false;false;false;false;false;false;false;false;false;true
3996;284.0172931;-8.656100000000002;4.0172931;false;false;false;false;false;false;false;false;false;true
3996;284.59656379;-8.590490000000003;4.59656379;false;false;false;false;false;false;false;false;false;true
3996;285.117907411;-8.531441000000003;5.117907411;false;false;false;false;false;false;false;false;false;true
3996;285.5871166699;-8.478296900000004;5.5871166699;false;false;false;false;false;false;false;false;false;true
3996;286.00940500291;-8.430467210000003;6.00940500291;false;false;false;false;false;false;false;false;false;true
3996;286.389464502619;-8.387420489000004;6.389464502619;false;false;false;false;false;false;false;false;false;true
3996;286.7315180523571;-8.348678440100004;6.7315180523571;false;false;false;false;false;false;false;false;false;true
3996;287.0393662471214;-8.313810596090004;7.03936624712139;false;false;false;false;false;false;false;false;false;true
3996;287.31642962240926;-8.282429536481004;7.3164296224092515;false;false;false;false;false;false;false;false;false;true
3996;287.5657866601683;-8.254186582832904;7.565786660168326;false;false;false;false;false;false;false;false;false;true
3996;287.7902079941515;-8.228767924549615;7.790207994151494;false;false;false;false;false;false;false;false;false;true
3996;287.99218719473635;-8.205891132094655;7.992187194736345;false;false;false;false;false;false;false;false;false;true
3996;288.1739684752627;-8.18530201888519;8.173968475262711;false;false;false;false;false;false;false;false;false;true
3996;288.33757162773645;-8.166771816996672;8.337571627736441;false;false;false;false;false;false;false;false;false;true
3996;288.4848144649628;-8.150094635297005;8.484814464962797;false;false;false;false;false;false;false;false;false;true
3996;288.6173330184665;-8.135085171767305;8.617333018466518;false;false;false;false;false;false;false;false;false;true
3996;288.7365997166199;-8.121576654590575;8.736599716619866;false;false;false;false;false;false;false;false;false;true
3996;288.8439397449579;-8.109418989131518;8.84393974495788;false;false;false;false;false;false;false;false;false;true
3996;288.9405457704621;-8.098477090218367;8.940545770462093;false;false;false;false;false;false;false;false;false;true
3996;289.02749119341587;-8.088629381196531;9.027491193415884;false;false;false;false;false;false;false;false;false;true
3996;289.10574207407427;-8.07976644307688;9.105742074074296;false;false;false;false;false;false;false;false;false;true
3996;289.17616786666684;-8.071789798769192;9.176167866666868;false;false;false;false;false;false;false;false;false;true
3996;289.2395510800002;-8.064610818892273;9.239551080000181;false;false;false;false;false;false;false;false;false;true
3996;289.29659597200015;-8.058149737003045;9.296595972000164;false;false;false;false;false;false;false;false;false;true
3996;289.34793637480016;-8.052334763302742;9.347936374800147;false;false;false;false;false;false;false;false;false;true
3996;289.3941427373201;-8.047101286972469;9.394142737320132;false;false;false;false;false;false;false;false;false;true
3996;289.43572846358813;-8.042391158275223;9.43572846358812;false;false;false;false;false;false;false;false;false;true
3996;289.4731556172293;-8.0381520424477;9.473155617229308;false;false;false;false;false;false;false;false;false;true
3996;289.50684005550636;-8.03433683820293;9.506840055506377;false;false;false;false;false;false;false;false;false;true
3996;289.53715604995574;-8.030903154382639;9.537156049955739;false;false;false;false;false;false;false;false;false;true
3996;289.56444044496016;-8.027812838944374;9.564440444960164;false;false;false;false;false;false;false;false;false;true
3996;289.58899640046417;-8.025031555049937;9.588996400464147;false;false;false;false;false;false;false;false;false;true
3996;289.61109676041775;-8.022528399544944;9.611096760417732;false;false;false;false;false;false;false;false;false;true
3996;289.630987084376;-8.02027555959045;9.63098708437596;false;false;false;false;false;false;false;false;false;true
3998;289.6488883759384;-6.496423203268265;9.648888375938364;false;false;false;false;false;false;false;false;false;true
3999;289.66499953834455;-5.046780882941439;9.664999538344528;false;false;false;false;false;false;false;false;false;true
3997;280.981;-2.9421027946472957;0.9810000000000001;false;false;false;false;false;false;false;false;false;true
3998;281.8639;-1.847892515182566;1.8639000000000001;false;false;false;false;false;false;false;false;false;true
3999;282.65851;-0.8631032636643095;2.65851;false;false;false;false;false;false;false;false;false;true
3369;394.4200000000002;-9;19.24000000000001;false;false;false;false;false;false;false;false;false;true
3369;393.4770000000002;-8.9;18.29700000000001;false;false;false;false;false;false;false;false;false;true
3369;392.6283000000002;-8.81;17.448300000000014;false;false;false;false;false;false;false;false;false;true
3369;391.8644700000002;-8.729000000000001;16.684470000000015;false;false;false;false;false;false;false;false;false;true
3369;391.1770230000002;-8.656100000000002;15.997023000000015;false;false;false;false;false;false;false;false;false;true
3369;390.5583207000002;-8.590490000000003;15.378320700000014;false;false;false;false;false;false;false;false;false;true
3369;390.0014886300002;-8.531441000000003;14.821488630000013;false;false;false;false;false;false;false;false;false;true
104;444.4200000000002;4.3046721;19.24000000000001;false;false;false;false;false;false;false;false;false;true
103;443.4770000000002;3.4867844010000004;18.29700000000001;false;false;false;false;false;false;false;false;false;true
102;442.6283000000002;2.82429536481;17.448300000000014;false;false;false;false;false;false;false;false;false;true
101;441.8644700000002;2.2876792454961;16.684470000000015;false;false;false;false;false;false;false;false;false;true
101;441.1770230000002;1.853020188851841;15.997023000000015;false;false;false;false;false;false;false;false;false;true
101;440.5583207000002;1.5009463529699911;15.378320700000014;false;false;false;false;false;false;false;false;false;true
101;440.0014886300002;1.2157665459056928;14.821488630000013;false;false;false;false;false;false;false;false;false;true
80;444.4200000000002;9;19.24000000000001;false;false;false;false;false;false;false;false;false;true
80;443.4770000000002;8.9;18.29700000000001;false;false;false;false;false;false;false;false;false;true
80;442.6283000000002;8.81;17.448300000000014;false;false;false;false;false;false;false;false;false;true
80;441.8644700000002;8.729000000000001;16.684470000000015;false;false;false;false;false;false;false;false;false;true
80;441.1770230000002;8.656100000000002;15.997023000000015;false;false;false;false;false;false;false;false;false;true
80;440.5583207000002;8.590490000000003;15.378320700000014;false;false;false;false;false;false;false;false;false;true
80;440.0014886300002;8.531441000000003;14.821488630000013;false;false;false;false;false;false;false;false;false;true
